Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
r_thumb_ax_one,0.054466,0.0034104,1.297E-06,0,0,0,0.021281,1.7795E-06,-8.2369E-07,-4.817E-11,4.8721E-06,-1.82E-10,4.9726E-06,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/r_thumb_ax_one.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/r_thumb_ax_one.STL,,Single Act Finger Hand_URDF-1/Single Actuated Finger_URDF-4/Finger 1st Link_URDF-1;Single Act Finger Hand_URDF-1/Single Actuated Finger_URDF-4/Long Finger Tip_URDF-1,r_thumb_co_one,r_thumb_ax_one,r_thumb_ax_one,revolute,-0.040709,0.025849,0.0711,1.5708,-0.87266,2.8831,r_wrist_roll,0,0,-1,2,9.27,0,1.57,,,,,,,,
r_thumb_ax_two,0.025865,-0.0015251,6.0476E-07,0,0,0,0.012758,6.6136E-07,3.783E-07,1.6473E-10,3.0568E-06,2.9298E-11,2.9873E-06,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/r_thumb_ax_two.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/r_thumb_ax_two.STL,,Single Act Finger Hand_URDF-1/Single Actuated Finger_URDF-4/Long Finger Tip_URDF-1,r_thumb_co_two,r_thumb_ax_two,r_thumb_ax_two,revolute,0.05,0,0,-3.1416,0,0.2172,r_thumb_ax_one,0,0,1,2,9.27,0,1.57,,,,,,,,
l_shoulder_roll,0.0566308120886573,7.93103610670087E-05,-0.0367210810041057,0,0,0,0.424092051082923,0.000354369103133346,5.19225178513534E-07,7.1133781686124E-05,0.000405668482032401,-4.00502924067642E-08,0.000398596891801312,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_shoulder_roll.STL,0.192156862745098,0.203921568627451,0.203921568627451,1,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_shoulder_roll.STL,,MNT-01-AS-0033-1/MNT-01-MP-0034-9;MNT-01-AS-0033-1/MNT-01-MP-0088-2;MNT-01-AS-0033-1/T-Motor AK60-6 ASSY-12/T-Motor AK60-6-1,co_l_shoulder_roll,ax_l_shoulder_roll,l_shoulder_roll,revolute,-0.100950000000007,0.0580000000000001,0.26374,-1.5707963267949,-0.130899693899568,1.5707963267949,base_link,0,0,1,24.8,21,-0.52,0.52,,,,0,,,,
l_shoulder_pitch,0.0641786023967792,4.14229977272265E-07,0.00867567909409656,0,0,0,0.45028888669646,0.000327005542986075,5.05300038967044E-09,4.83190910403928E-06,0.000392326169853444,-7.26258248103911E-10,0.000433872077614925,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_shoulder_pitch.STL,0.192156862745098,0.203921568627451,0.203921568627451,1,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_shoulder_pitch.STL,,MNT-01-AS-0033-1/MNT-01-MP-0035-11;MNT-01-AS-0033-1/MNT-01-MP-0089-2;MNT-01-AS-0033-1/MNT-01-MP-0104-4;MNT-01-AS-0033-1/T-Motor AK60-6 ASSY-6/T-Motor AK60-6-1,co_l_shoulder_pitch,ax_l_shoulder_pitch,l_shoulder_pitch,revolute,0.0945000000000001,0,-0.0519999999999993,1.5707963267949,0,1.5707963267949,l_shoulder_roll,0,0,1,9,42,-1.57,1.57,,,,0,,,,
l_shoulder_yaw,0.0305451063001007,0.0167160425498417,0.105313124489646,0,0,0,0.455230264569933,0.000639727580472968,-1.20292848821247E-05,-8.40150453350803E-05,0.000518738199736657,-5.88510957981124E-05,0.000252987974879123,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_shoulder_yaw.STL,0.192156862745098,0.203921568627451,0.203921568627451,1,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_shoulder_yaw.STL,,MNT-01-AS-0033-1/MNT-01-MP-0035-6;MNT-01-AS-0033-1/MNT-01-MP-0105-2;MNT-01-AS-0033-1/MirrorMNT-01-MP-0101-2;MNT-01-AS-0033-1/MirrorMNT-01-MP-0102-2;MNT-01-AS-0033-1/T-Motor AK60-6 ASSY-7/T-Motor AK60-6-1,co_l_shoulder_yaw,ax_l_shoulder_yaw,l_shoulder_yaw,revolute,0.107499999999999,0,0.0130000000000003,0,-1.5707963267949,0,l_shoulder_pitch,0,0,1,9,42,-1.57,1.57,,,,0,,,,
l_elbow,0.060875607761094,7.11734174896617E-05,-0.00258695531031122,0,0,0,0.501560446273578,0.000376511102724628,8.382705778841E-09,-1.04379904482654E-05,0.00039950878968766,-3.12917249577533E-10,0.000429310642667618,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_elbow.STL,0.192156862745098,0.203921568627451,0.203921568627451,1,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_elbow.STL,,MNT-01-AS-0033-1/MNT-01-MP-0035-7;MNT-01-AS-0033-1/MNT-01-MP-0103-2;MNT-01-AS-0033-1/MNT-01-MP-0106-3;MNT-01-AS-0033-1/T-Motor AK60-6 ASSY-8/T-Motor AK60-6-1;MNT-01-AS-0033-1/MNT-01-MP-0107-2,co_l_elbow,ax_l_elbow,l_elbow,revolute,0.0136549701131025,0.0239999999999993,0.143394585718707,0,-1.48352986419518,0,l_shoulder_yaw,0,0,1,9,42,-0.79,0.79,,,,0,,,,
l_wrist_roll,-0.00267859056932279,-3.37743341105937E-05,0.038066443276592,0,0,0,0.360244324205427,0.000278062787994521,-1.20205619591606E-05,1.40876999000131E-05,0.000317391477481394,1.38615229321114E-05,0.000305560294511953,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_wrist_roll.STL,0.466666666666667,0.72156862745098,1,1,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_wrist_roll.STL,,Single Act Finger Hand_URDF-2/Hand Base URDF-1,co_l_wrist,ax_l_wrist,l_wrist_roll,revolute,0.177525089169609,0,-0.00950000000000056,0,1.5707963267949,0,l_elbow,0,0,1,9,42,-1.57,1.57,,,,0,,,,
l_fing_one_ax_one,0.054466,0.0034104,1.2963E-06,0,0,0,0.021281,1.7795E-06,-8.2369E-07,-4.7981E-11,4.8721E-06,-1.8194E-10,4.9726E-06,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_fing_one_ax_one.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_fing_one_ax_one.STL,,Single Act Finger Hand_URDF-2/Single Actuated Finger_URDF-1/Finger 1st Link_URDF-1;Single Act Finger Hand_URDF-2/Single Actuated Finger_URDF-1/Long Finger Tip_URDF-1,l_fing_one_co_one,l_fing_one_ax_one,l_fing_one_ax_one,revolute,0.0072402,-0.029675,0.0944,2.8831,-1.5708,0,l_wrist_roll,0,0,-1,2,9.27,0,1.57,,,,,,,,
l_fing_one_ax_two,0.025865,0.0015251,-6.0594E-07,0,0,0,0.012758,6.6136E-07,-3.783E-07,-1.6465E-10,3.0568E-06,2.9186E-11,2.9873E-06,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_fing_one_ax_two.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_fing_one_ax_two.STL,,Single Act Finger Hand_URDF-2/Single Actuated Finger_URDF-1/Long Finger Tip_URDF-1,l_fing_one_co_two,l_fing_one_ax_two,l_fing_one_ax_two,revolute,0.05,0,0,0,0,0.2172,l_fing_one_ax_one,0,0,-1,2,9.27,0,1.57,,,,,,,,
l_fing_two_ax_one,0.054466,0.0034104,1.298E-06,0,0,0,0.021281,1.7795E-06,-8.2369E-07,-4.8105E-11,4.8721E-06,-1.8147E-10,4.9726E-06,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_fing_two_ax_one.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_fing_two_ax_one.STL,,Single Act Finger Hand_URDF-2/Single Actuated Finger_URDF-2/Finger 1st Link_URDF-1;Single Act Finger Hand_URDF-2/Single Actuated Finger_URDF-2/Long Finger Tip_URDF-1,l_fing_two_co_one,l_fing_two_ax_one,l_fing_two_ax_one,fixed,-0.037601,-0.0098444,0.0944,2.5341,-1.5708,0,l_wrist_roll,0,0,0,2,9.27,0,1.57,,,,,,,,
l_fing_two_ax_two,0.074928,0.0070629,-6.0577E-07,0,0,0,0.012758,9.3181E-07,-8.4725E-07,-1.6704E-10,2.7864E-06,-6.8995E-12,2.9873E-06,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_fing_two_ax_two.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_fing_two_ax_two.STL,,Single Act Finger Hand_URDF-2/Single Actuated Finger_URDF-2/Long Finger Tip_URDF-1,l_fing_two_co_one,l_fing_two_ax_two,l_fing_two_ax_two,revolute,0,0,0,0,0,0,l_fing_two_ax_one,0,0,-1,2,9.27,0,1.57,,,,,,,,
l_thumb_ax_one,0.054466,-0.0034104,-1.2967E-06,0,0,0,0.021281,1.7795E-06,8.2369E-07,4.8061E-11,4.8721E-06,-1.8189E-10,4.9726E-06,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_thumb_ax_one.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_thumb_ax_one.STL,,Single Act Finger Hand_URDF-2/Single Actuated Finger_URDF-4/Finger 1st Link_URDF-1;Single Act Finger Hand_URDF-2/Single Actuated Finger_URDF-4/Long Finger Tip_URDF-1,l_thumb_co_one,l_thumb_ax_one,l_thumb_ax_one,revolute,0.025849,0.040709,0.0711,-1.5708,-0.87266,1.3123,l_wrist_roll,0,0,1,2,9.27,0,1.57,,,,,,,,
l_thumb_ax_two,0.025871,0.0014186,-6.0499E-07,0,0,0,0.012758,6.5829E-07,-3.6842E-07,-1.6451E-10,3.0599E-06,3.0054E-11,2.9873E-06,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_thumb_ax_two.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://2022.12.05 Upperbod single act hand/meshes/l_thumb_ax_two.STL,,Single Act Finger Hand_URDF-2/Single Actuated Finger_URDF-4/Long Finger Tip_URDF-1,l_thumb_co_two,l_thumb_ax_two,l_thumb_ax_two,revolute,0.05,0,0,3.1416,0,-0.22131,l_thumb_ax_one,0,0,-1,2,9.27,0,1.57,,,,,,,,
